CODE	GENE	ID	FUNCTION	PROCESS	COMPONENT
YEAST|SGD=S000002242|UniProtKB=Q07478	SUB2	ATP-dependent RNA helicase SUB2;SUB2;PTN002776530;orthologs	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA helicase activity(GO:0003724);mRNA binding(GO:0003729);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887)	mRNA splicing, via spliceosome(GO:0000398);transcription-coupled nucleotide-excision repair(GO:0006283);transcription elongation by RNA polymerase II(GO:0006368);mRNA processing(GO:0006397);mRNA export from nucleus(GO:0006406);RNA splicing(GO:0008380);gene expression(GO:0010467);mRNA 3'-end processing(GO:0031124);subtelomeric heterochromatin formation(GO:0031509);mRNA transport(GO:0051028)	transcription export complex(GO:0000346);chromosome, telomeric region(GO:0000781);nucleus(GO:0005634);spliceosomal complex(GO:0005681);cytoplasm(GO:0005737)
YEAST|SGD=S000001887|UniProtKB=P43583	BLM10	Proteasome activator BLM10;BLM10;PTN000793578;orthologs	peptidase activator activity(GO:0016504);lysine-acetylated histone binding(GO:0070577);proteasome binding(GO:0070628)	DNA repair(GO:0006281);proteasomal ubiquitin-independent protein catabolic process(GO:0010499);proteasome assembly(GO:0043248);regulation of proteasomal protein catabolic process(GO:0061136);proteasome storage granule assembly(GO:1902906);proteasome core complex import into nucleus(GO:1990236)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829);proteasome storage granule(GO:0034515)
YEAST|SGD=S000004680|UniProtKB=Q04779	RCO1	Transcriptional regulatory protein RCO1;RCO1;PTN001236208;orthologs	zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	chromatin organization(GO:0006325);regulation of transcription by RNA polymerase II(GO:0006357);transcription elongation by RNA polymerase II(GO:0006368);regulation of DNA-templated DNA replication initiation(GO:0030174);positive regulation of transcription by RNA polymerase II(GO:0045944);negative regulation of antisense RNA transcription(GO:0060195)	histone deacetylase complex(GO:0000118);nucleus(GO:0005634);Rpd3S complex(GO:0032221)
YEAST|SGD=S000002667|UniProtKB=Q03935	YAP6	AP-1-like transcription factor YAP6;YAP6;;orthologs	DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);RNA polymerase II sequence-specific DNA-binding transcription factor recruiting activity(GO:0001010);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	negative regulation of transcription by RNA polymerase II(GO:0000122);regulation of DNA-templated transcription(GO:0006355);positive regulation of transcription by RNA polymerase II(GO:0045944)	nucleus(GO:0005634)
YEAST|SGD=S000005692|UniProtKB=Q12104	SWT1	Transcriptional protein SWT1;SWT1;PTN000414704;orthologs	RNA endonuclease activity(GO:0004521);RNA nuclease activity(GO:0004540)	nuclear mRNA surveillance of mRNP export(GO:0071032)	nucleus(GO:0005634);cytoplasm(GO:0005737)
YEAST|SGD=S000001309|UniProtKB=P40528	SYG1	Protein SYG1;SYG1;PTN000081943;orthologs	inositol hexakisphosphate binding(GO:0000822);molecular_function(GO:0003674);phosphate transmembrane transporter activity(GO:0005315)	phosphate ion transport(GO:0006817);signal transduction(GO:0007165);cellular response to phosphate starvation(GO:0016036)	fungal-type vacuole membrane(GO:0000329);cytoplasm(GO:0005737);mitochondrion(GO:0005739);Golgi apparatus(GO:0005794);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000002399|UniProtKB=P35688	LRG1	Rho-GTPase-activating protein LRG1;LRG1;PTN000571323;orthologs	GTPase activator activity(GO:0005096);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	cytogamy(GO:0000755);signal transduction(GO:0007165);actin cytoskeleton organization(GO:0030036);sporulation resulting in formation of a cellular spore(GO:0030435);negative regulation of Rho protein signal transduction(GO:0035024);regulation of fungal-type cell wall organization(GO:0060237);negative regulation of protein kinase C signaling(GO:0090038);regulation of cell wall (1->3)-beta-D-glucan biosynthetic process(GO:0090334)	incipient cellular bud site(GO:0000131);cytoplasm(GO:0005737);mitochondrion(GO:0005739);cellular bud(GO:0005933);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);site of polarized growth(GO:0030427);mating projection tip(GO:0043332)
YEAST|SGD=S000002382|UniProtKB=Q07653	HBT1	Protein HBT1;HBT1;;orthologs	molecular_function(GO:0003674)	cell morphogenesis involved in conjugation with cellular fusion(GO:0000753);regulation of cell shape(GO:0008360)	cytoplasm(GO:0005737);plasma membrane(GO:0005886);mating projection(GO:0005937)
YEAST|SGD=S000004301|UniProtKB=P04821	CDC25	Cell division control protein 25;CDC25;PTN000561789;orthologs	guanyl-nucleotide exchange factor activity(GO:0005085)	traversing start control point of mitotic cell cycle(GO:0007089);small GTPase-mediated signal transduction(GO:0007264);Ras protein signal transduction(GO:0007265);cell division(GO:0051301);regulation of cell cycle(GO:0051726)	nucleus(GO:0005634);cytoplasm(GO:0005737);endoplasmic reticulum membrane(GO:0005789);cytosol(GO:0005829);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000003620|UniProtKB=P47029	ALY2	Arrestin-related trafficking adapter 3;ALY2;PTN000127506;orthologs	protein-macromolecule adaptor activity(GO:0030674);ubiquitin protein ligase binding(GO:0031625)	regulation of intracellular transport(GO:0032386);regulation of intracellular pH(GO:0051453);ubiquitin-dependent endocytosis(GO:0070086);cellular response to L-arginine(GO:1903577);positive regulation of ubiquitin-dependent endocytosis(GO:2000397)	cytoplasm(GO:0005737);early endosome(GO:0005769);late endosome(GO:0005770);cytosol(GO:0005829)
YEAST|SGD=S000002614|UniProtKB=Q03466	EBS1	Nonsense-mediated mRNA decay factor EBS1;EBS1;PTN001812700;orthologs	molecular_function(GO:0003674);telomeric DNA binding(GO:0042162);telomerase RNA binding(GO:0070034)	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay(GO:0000184);DNA recombination(GO:0006310);negative regulation of translation(GO:0017148)	chromosome, telomeric region(GO:0000781);P-body(GO:0000932);nucleus(GO:0005634);chromosome(GO:0005694);telomerase holoenzyme complex(GO:0005697);cytoplasm(GO:0005737)
