CODE	GENE	ID	FUNCTION	PROCESS	COMPONENT
YEAST|SGD=S000003974|UniProtKB=Q12473	FRE6	Ferric reductase transmembrane component 6;FRE6;PTN000796570;orthologs	ferric-chelate reductase activity(GO:0000293);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872);ferric-chelate reductase (NADPH) activity(GO:0052851)	transition metal ion transport(GO:0000041);iron ion transport(GO:0006826);intracellular iron ion homeostasis(GO:0006879);copper ion import(GO:0015677)	fungal-type vacuole(GO:0000324);fungal-type vacuole membrane(GO:0000329);vacuole(GO:0005773);vacuolar membrane(GO:0005774);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000001309|UniProtKB=P40528	SYG1	Protein SYG1;SYG1;PTN000081943;orthologs	inositol hexakisphosphate binding(GO:0000822);molecular_function(GO:0003674);phosphate transmembrane transporter activity(GO:0005315)	phosphate ion transport(GO:0006817);signal transduction(GO:0007165);cellular response to phosphate starvation(GO:0016036)	fungal-type vacuole membrane(GO:0000329);cytoplasm(GO:0005737);mitochondrion(GO:0005739);Golgi apparatus(GO:0005794);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000002382|UniProtKB=Q07653	HBT1	Protein HBT1;HBT1;;orthologs	molecular_function(GO:0003674)	cell morphogenesis involved in conjugation with cellular fusion(GO:0000753);regulation of cell shape(GO:0008360)	cytoplasm(GO:0005737);plasma membrane(GO:0005886);mating projection(GO:0005937)
YEAST|SGD=S000004301|UniProtKB=P04821	CDC25	Cell division control protein 25;CDC25;PTN000561789;orthologs	guanyl-nucleotide exchange factor activity(GO:0005085)	traversing start control point of mitotic cell cycle(GO:0007089);small GTPase-mediated signal transduction(GO:0007264);Ras protein signal transduction(GO:0007265);cell division(GO:0051301);regulation of cell cycle(GO:0051726)	nucleus(GO:0005634);cytoplasm(GO:0005737);endoplasmic reticulum membrane(GO:0005789);cytosol(GO:0005829);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000002275|UniProtKB=Q07533	CYK3	Cytokinesis protein 3;CYK3;PTN008201354;orthologs	enzyme regulator activity(GO:0030234)	cell division(GO:0051301);mitotic division septum assembly(GO:0140278);secondary cell septum biogenesis(GO:1990344)	cellular bud neck contractile ring(GO:0000142);nucleus(GO:0005634);cytoplasm(GO:0005737);cellular bud neck(GO:0005935);HICS complex(GO:0044697);mitotic actomyosin contractile ring(GO:0110085)
YEAST|SGD=S000002976|UniProtKB=P05030	PMA1	Plasma membrane ATPase 1;PMA1;PTN000644071;orthologs	ATP binding(GO:0005524);P-type proton-exporting transporter activity(GO:0008553);P-type ion transporter activity(GO:0015662);ATP hydrolysis activity(GO:0016887);ATPase-coupled monoatomic cation transmembrane transporter activity(GO:0019829);inorganic cation transmembrane transporter activity(GO:0022890);metal ion binding(GO:0046872)	regulation of intracellular pH(GO:0051453);transmembrane transport(GO:0055085);inorganic cation transmembrane transport(GO:0098662);proton export across plasma membrane(GO:0120029);proton transmembrane transport(GO:1902600);proteasome storage granule assembly(GO:1902906);positive regulation of TORC1 signaling(GO:1904263)	mitochondrion(GO:0005739);cytosol(GO:0005829);plasma membrane(GO:0005886);membrane(GO:0016020);eisosome(GO:0032126);membrane raft(GO:0045121)
YEAST|SGD=S000005215|UniProtKB=P41832	BNI1	Protein BNI1;BNI1;PTN000575766;orthologs	actin binding(GO:0003779);profilin binding(GO:0005522);small GTPase binding(GO:0031267)	establishment of mitotic spindle orientation(GO:0000132);budding cell apical bud growth(GO:0007118);actin cytoskeleton organization(GO:0030036);regulation of protein localization(GO:0032880);regulation of actin cytoskeleton organization(GO:0032956);actin nucleation(GO:0045010);barbed-end actin filament capping(GO:0051016);actin filament bundle assembly(GO:0051017);cell division(GO:0051301);formin-nucleated actin cable assembly(GO:0070649);cellular hyperosmotic response(GO:0071474);mitotic actomyosin contractile ring assembly(GO:1903475)	incipient cellular bud site(GO:0000131);polarisome(GO:0000133);prospore membrane(GO:0005628);cytoplasm(GO:0005737);cytosol(GO:0005829);cytoskeleton(GO:0005856);actin filament(GO:0005884);plasma membrane(GO:0005886);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);cell cortex(GO:0005938);actin cytoskeleton(GO:0015629);cell division site(GO:0032153);cell projection(GO:0042995);mating projection tip(GO:0043332)
YEAST|SGD=S000005314|UniProtKB=P53599	SSK2	MAP kinase kinase kinase SSK2;SSK2;PTN000686182;orthologs	actin binding(GO:0003779);protein serine/threonine kinase activity(GO:0004674);MAP kinase kinase kinase activity(GO:0004709);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	osmosensory signaling via phosphorelay pathway(GO:0007234);regulation of actin cytoskeleton organization(GO:0032956);p38MAPK cascade(GO:0038066);stress-activated MAPK cascade(GO:0051403);cellular hyperosmotic response(GO:0071474)	incipient cellular bud site(GO:0000131);cytoplasm(GO:0005737);cytosol(GO:0005829);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);cell cortex(GO:0005938)
YEAST|SGD=S000002510|UniProtKB=P32917	STE5	Protein STE5;STE5;;orthologs	MAP-kinase scaffold activity(GO:0005078);phosphatidylinositol-4,5-bisphosphate binding(GO:0005546);kinase binding(GO:0019900);G-protein beta-subunit binding(GO:0031681)	MAPK cascade(GO:0000165);pheromone-dependent signal transduction involved in conjugation with cellular fusion(GO:0000750);invasive growth in response to glucose limitation(GO:0001403);positive regulation of protein phosphorylation(GO:0001934);response to pheromone(GO:0019236);negative regulation of MAPK cascade(GO:0043409)	nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886);mating projection tip(GO:0043332);mating projection tip membrane(GO:0070867)
YEAST|SGD=S000003978|UniProtKB=Q12235	YCT1	High affinity cysteine transporter;YCT1;PTN000185021;orthologs	transmembrane transporter activity(GO:0022857);cysteine transmembrane transporter activity(GO:0033229)	amino acid transport(GO:0006865);cysteine transport(GO:0042883);transmembrane transport(GO:0055085);cysteine transmembrane transport(GO:1903712)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);plasma membrane(GO:0005886);membrane(GO:0016020);cell periphery(GO:0071944)
YEAST|SGD=S000005444|UniProtKB=Q12252	PHM7	Phosphate metabolism protein 7;PHM7;PTN000314318;orthologs	molecular_function(GO:0003674);calcium-activated cation channel activity(GO:0005227)	biological_process(GO:0008150);monoatomic ion transmembrane transport(GO:0034220);monoatomic cation transmembrane transport(GO:0098655)	fungal-type vacuole(GO:0000324);endoplasmic reticulum(GO:0005783);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000003820|UniProtKB=P47116	PTK2	Serine_threonine-protein kinase PTK2_STK2;PTK2;PTN000679479;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	G1/S transition of mitotic cell cycle(GO:0000082);spermine transport(GO:0000296);protein phosphorylation(GO:0006468);intracellular monoatomic ion homeostasis(GO:0006873);regulation of cell size(GO:0008361);putrescine transport(GO:0015847);spermidine transport(GO:0015848)	nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886)
YEAST|SGD=S000004938|UniProtKB=P40988	FET4	Low-affinity Fe(2+) transport protein;FET4;;orthologs	copper ion transmembrane transporter activity(GO:0005375);iron ion transmembrane transporter activity(GO:0005381);zinc ion binding(GO:0008270)	iron ion transport(GO:0006826);zinc ion transport(GO:0006829);copper ion import(GO:0015677);protein maturation by copper ion transfer(GO:0015680);iron ion transmembrane transport(GO:0034755);copper ion transmembrane transport(GO:0035434);transmembrane transport(GO:0055085)	fungal-type vacuole(GO:0000324);plasma membrane(GO:0005886);membrane(GO:0016020);cell periphery(GO:0071944)
YEAST|SGD=S000004619|UniProtKB=Q04359	SPO20	Sporulation-specific protein 20;SPO20;PTN001062182;orthologs	SNAP receptor activity(GO:0005484);phosphatidylinositol-4,5-bisphosphate binding(GO:0005546);syntaxin binding(GO:0019905);phosphatidic acid binding(GO:0070300)	exocytosis(GO:0006887);vesicle fusion(GO:0006906);vesicle-mediated transport(GO:0016192);sporulation resulting in formation of a cellular spore(GO:0030435);ascospore-type prospore assembly(GO:0031321);membrane fusion(GO:0061025)	prospore membrane(GO:0005628);nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886);SNARE complex(GO:0031201)
YEAST|SGD=S000005898|UniProtKB=Q08886	GPB1	Guanine nucleotide-binding protein subunit beta 1;GPB1;PTN004621186;orthologs	cAMP-dependent protein kinase inhibitor activity(GO:0004862);GTPase activating protein binding(GO:0032794)	protein polyubiquitination(GO:0000209);invasive growth in response to glucose limitation(GO:0001403);ubiquitin-dependent protein catabolic process(GO:0006511);pseudohyphal growth(GO:0007124);glucose mediated signaling pathway(GO:0010255);negative regulation of phosphorylation(GO:0042326);positive regulation of Ras protein signal transduction(GO:0046579);negative regulation of Ras protein signal transduction(GO:0046580)	cytoplasm(GO:0005737);plasma membrane(GO:0005886)
YEAST|SGD=S000004923|UniProtKB=Q04952	FKS3	1,3-beta-glucan synthase component FKS3;FKS3;PTN000787442;orthologs	1,3-beta-D-glucan synthase activity(GO:0003843);glycosyltransferase activity(GO:0016757)	(1->3)-beta-D-glucan biosynthetic process(GO:0006075);sporulation resulting in formation of a cellular spore(GO:0030435);ascospore wall assembly(GO:0030476);fungal-type cell wall polysaccharide biosynthetic process(GO:0051278);cell wall organization(GO:0071555)	1,3-beta-D-glucan synthase complex(GO:0000148);mitochondrion(GO:0005739);endoplasmic reticulum(GO:0005783);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000003549|UniProtKB=P47075	VTC4	Vacuolar transporter chaperone complex subunit 4;VTC4;PTN000082039;orthologs	inositol hexakisphosphate binding(GO:0000822);calmodulin binding(GO:0005516);polyphosphate kinase activity(GO:0008976);transferase activity(GO:0016740)	polyphosphate metabolic process(GO:0006797);polyphosphate biosynthetic process(GO:0006799);vacuolar transport(GO:0007034);microautophagy(GO:0016237);vacuole fusion, non-autophagic(GO:0042144)	fungal-type vacuole membrane(GO:0000329);autophagosome membrane(GO:0000421);cytoplasm(GO:0005737);vacuole(GO:0005773);vacuolar membrane(GO:0005774);endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);cell cortex(GO:0005938);membrane(GO:0016020);cytoplasmic vesicle(GO:0031410);vacuolar transporter chaperone complex(GO:0033254);cell periphery(GO:0071944)
YEAST|SGD=S000004608|UniProtKB=Q03674	PLB2	Lysophospholipase 2;PLB2;PTN000076942;orthologs	phospholipase activity(GO:0004620);lysophospholipase activity(GO:0004622);phospholipase A2 activity(GO:0004623);hydrolase activity(GO:0016787)	glycerophospholipid metabolic process(GO:0006650);phospholipid catabolic process(GO:0009395);lipid catabolic process(GO:0016042);glycerophospholipid catabolic process(GO:0046475)	extracellular region(GO:0005576);endoplasmic reticulum(GO:0005783);cytosol(GO:0005829);plasma membrane(GO:0005886);fungal-type cell wall(GO:0009277);membrane(GO:0016020);cell periphery(GO:0071944);side of membrane(GO:0098552)
YEAST|SGD=S000004100|UniProtKB=Q12127	CCW12	Covalently-linked cell wall protein 12;CCW12;;orthologs	structural constituent of cell wall(GO:0005199)	conjugation with cellular fusion(GO:0000747);agglutination involved in conjugation with cellular fusion(GO:0000752);fungal-type cell wall organization(GO:0031505);cell wall organization(GO:0071555)	fungal-type vacuole(GO:0000324);extracellular region(GO:0005576);cellular bud tip(GO:0005934);fungal-type cell wall(GO:0009277);membrane(GO:0016020);mating projection tip(GO:0043332);cell periphery(GO:0071944);side of membrane(GO:0098552)
YEAST|SGD=S000005350|UniProtKB=P53753	DSE4	Glucan endo-1,3-beta-D-glucosidase 1;DSE4;PTN000780988;orthologs	glucosidase activity(GO:0015926);hydrolase activity, acting on glycosyl bonds(GO:0016798);glucan endo-1,3-beta-D-glucosidase activity(GO:0042973);glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group(GO:0052861);glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group(GO:0052862)	polysaccharide catabolic process(GO:0000272);septum digestion after cytokinesis(GO:0000920);cell wall organization(GO:0071555)	extracellular region(GO:0005576);cellular bud scar(GO:0005621);cellular bud neck(GO:0005935);fungal-type cell wall(GO:0009277);cell surface(GO:0009986);cell septum(GO:0030428)
YEAST|SGD=S000000052|UniProtKB=P39717	GPB2	Guanine nucleotide-binding protein subunit beta 2;GPB2;PTN004621185;orthologs	cAMP-dependent protein kinase inhibitor activity(GO:0004862);GTPase activating protein binding(GO:0032794)	invasive growth in response to glucose limitation(GO:0001403);pseudohyphal growth(GO:0007124);signal transduction(GO:0007165);glucose mediated signaling pathway(GO:0010255);ascospore formation(GO:0030437);negative regulation of Ras protein signal transduction(GO:0046580)	cytoplasm(GO:0005737);mitochondrion(GO:0005739);plasma membrane(GO:0005886)
YEAST|SGD=S000000687|UniProtKB=P25341	KIN82	Serine_threonine-protein kinase KIN82;KIN82;PTN000682272;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	response to pheromone triggering conjugation with cellular fusion(GO:0000749);protein phosphorylation(GO:0006468);lipid transport(GO:0006869);phospholipid translocation(GO:0045332)	cellular_component(GO:0005575);nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886)
YEAST|SGD=S000000684|UniProtKB=P15891	ABP1	Actin-binding protein;ABP1;PTN000089329;orthologs	actin binding(GO:0003779);actin filament binding(GO:0051015)	actin cortical patch assembly(GO:0000147);regulation of actin filament polymerization(GO:0030833);protein localization to actin cortical patch(GO:0044379);barbed-end actin filament capping(GO:0051016);positive regulation of Arp2/3 complex-mediated actin nucleation(GO:2000601)	cytoplasm(GO:0005737);cytoskeleton(GO:0005856);actin filament(GO:0005884);cell cortex(GO:0005938);site of polarized growth(GO:0030427);actin cortical patch(GO:0030479);cortical actin cytoskeleton(GO:0030864);mating projection tip(GO:0043332);cell periphery(GO:0071944)
YEAST|SGD=S000003174|UniProtKB=P22137	CHC1	Clathrin heavy chain;CHC1;PTN000033533;orthologs	structural molecule activity(GO:0005198);clathrin light chain binding(GO:0032051)	intracellular protein transport(GO:0006886);Golgi to endosome transport(GO:0006895);endocytosis(GO:0006897);receptor-mediated endocytosis(GO:0006898);vesicle-mediated transport(GO:0016192);cortical actin cytoskeleton organization(GO:0030866)	cytosol(GO:0005829);clathrin-coated pit(GO:0005905);clathrin vesicle coat(GO:0030125);clathrin coat of trans-Golgi network vesicle(GO:0030130);clathrin coat of coated pit(GO:0030132);actin cortical patch(GO:0030479);cytoplasmic vesicle membrane(GO:0030659);cytoplasmic vesicle(GO:0031410);clathrin complex(GO:0071439);bounding membrane of organelle(GO:0098588)
YEAST|SGD=S000006101|UniProtKB=Q08921	TCO89	Target of rapamycin complex 1 subunit TCO89;TCO89;PTN002736093;orthologs	molecular_function(GO:0003674)	regulation of cell growth(GO:0001558);glycerol metabolic process(GO:0006071);response to salt stress(GO:0009651);fungal-type cell wall organization(GO:0031505);TOR signaling(GO:0031929)	fungal-type vacuole membrane(GO:0000329);vacuole(GO:0005773);vacuolar membrane(GO:0005774);plasma membrane(GO:0005886);TORC1 complex(GO:0031931)
YEAST|SGD=S000004825|UniProtKB=Q03653	EFR3	Protein EFR3;EFR3;PTN000278273;orthologs	molecular_function(GO:0003674)	protein localization to plasma membrane(GO:0072659)	mitochondrion(GO:0005739);plasma membrane(GO:0005886);cell periphery(GO:0071944)
YEAST|SGD=S000002529|UniProtKB=P13185	KIN1	Serine_threonine protein kinase KIN1;KIN1;PTN000679500;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	protein phosphorylation(GO:0006468);exocytosis(GO:0006887);positive regulation of exocytosis(GO:0045921);positive regulation of IRE1-mediated unfolded protein response(GO:1903896)	cytoplasm(GO:0005737);plasma membrane(GO:0005886);cytoplasmic side of plasma membrane(GO:0009898)
YEAST|SGD=S000000290|UniProtKB=P38250	IST2	Increased sodium tolerance protein 2;IST2;PTN000267379;orthologs	chloride channel activity(GO:0005254);lipid binding(GO:0008289)	regulation of phosphatidylinositol dephosphorylation(GO:0060304);protein localization to plasma membrane(GO:0072659);endoplasmic reticulum membrane organization(GO:0090158);chloride transmembrane transport(GO:1902476)	plasma membrane(GO:0005886);cortical endoplasmic reticulum(GO:0032541);cellular bud membrane(GO:0033101);cell periphery(GO:0071944)
