CODE	GENE	ID	FUNCTION	PROCESS	COMPONENT
YEAST|SGD=S000001855|UniProtKB=P60010	ACT1	Actin;ACT1;PTN000233485;orthologs	structural constituent of cytoskeleton(GO:0005200);ATP binding(GO:0005524);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887)	vacuole inheritance(GO:0000011);DNA repair(GO:0006281);endocytosis(GO:0006897);protein secretion(GO:0009306);establishment of cell polarity(GO:0030010);ascospore wall assembly(GO:0030476);mitotic actomyosin contractile ring contraction(GO:1902404)	cellular bud neck contractile ring(GO:0000142);Swr1 complex(GO:0000812);cytoplasm(GO:0005737);cytoskeleton(GO:0005856);actin filament(GO:0005884);actin cytoskeleton(GO:0015629);actin cortical patch(GO:0030479);Ino80 complex(GO:0031011);actin filament bundle(GO:0032432);NuA4 histone acetyltransferase complex(GO:0035267);intracellular non-membrane-bounded organelle(GO:0043232)
YEAST|SGD=S000000302|UniProtKB=P38257	MMS4	Crossover junction endonuclease MMS4;MMS4;PTN001464735;orthologs	DNA binding(GO:0003677);nuclease activity(GO:0004518);endonuclease activity(GO:0004519);DNA endonuclease activity(GO:0004520);crossover junction DNA endonuclease activity(GO:0008821);metal ion binding(GO:0046872)	resolution of meiotic recombination intermediates(GO:0000712);DNA topological change(GO:0006265);DNA repair(GO:0006281);double-strand break repair(GO:0006302);DNA recombination(GO:0006310);DNA damage response(GO:0006974);reciprocal meiotic recombination(GO:0007131);regulation of reciprocal meiotic recombination(GO:0010520);replication fork processing(GO:0031297);mitotic intra-S DNA damage checkpoint signaling(GO:0031573);meiotic cell cycle(GO:0051321)	nucleus(GO:0005634);Holliday junction resolvase complex(GO:0048476)
YEAST|SGD=S000005797|UniProtKB=Q12029	FSF1	Sideroflexin FSF1;FSF1;PTN000125379;orthologs	molecular_function(GO:0003674);monoatomic ion transmembrane transporter activity(GO:0015075);transmembrane transporter activity(GO:0022857)	monoatomic ion transport(GO:0006811);amino acid transport(GO:0006865);L-serine transport(GO:0015825);monoatomic ion transmembrane transport(GO:0034220);transmembrane transport(GO:0055085);cellular response to anoxia(GO:0071454);mitochondrial transmembrane transport(GO:1990542)	mitochondrion(GO:0005739);mitochondrial inner membrane(GO:0005743);membrane(GO:0016020);mitochondrial membrane(GO:0031966)
YEAST|SGD=S000004874|UniProtKB=P38426	TPS3	Trehalose synthase complex regulatory subunit TPS3;TPS3;PTN000082188;orthologs	catalytic activity(GO:0003824);alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity(GO:0003825);trehalose-phosphatase activity(GO:0004805);enzyme regulator activity(GO:0030234)	trehalose metabolic process(GO:0005991);trehalose biosynthetic process(GO:0005992);trehalose metabolism in response to stress(GO:0070413)	cytoplasm(GO:0005737);alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)(GO:0005946)
YEAST|SGD=S000004253|UniProtKB=P14291	RED1	Protein RED1;RED1;;orthologs	structural molecule activity(GO:0005198);chromatin DNA binding(GO:0031490)	synaptonemal complex assembly(GO:0007130);reciprocal meiotic recombination(GO:0007131);sporulation resulting in formation of a cellular spore(GO:0030435);meiotic cell cycle(GO:0051321);meiotic recombination checkpoint signaling(GO:0051598)	lateral element(GO:0000800);nucleus(GO:0005634)
YEAST|SGD=S000005855|UniProtKB=P51533	PDR10	ATP-dependent permease PDR10;PDR10;PTN000443119;orthologs	ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ATPase-coupled transmembrane transporter activity(GO:0042626);ABC-type transporter activity(GO:0140359)	replication-born double-strand break repair via sister chromatid exchange(GO:1990414);xenobiotic detoxification by transmembrane export across the plasma membrane(GO:1990961)	fungal-type vacuole(GO:0000324);plasma membrane(GO:0005886);membrane(GO:0016020);cell periphery(GO:0071944)
YEAST|SGD=S000003099|UniProtKB=P53127	SNT2	E3 ubiquitin-protein ligase SNT2;SNT2;PTN000350855;orthologs	chromatin binding(GO:0003682);ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357);cellular response to oxidative stress(GO:0034599);histone catabolic process(GO:0036205)	nucleus(GO:0005634);chromosome(GO:0005694);cytoplasm(GO:0005737);protein-DNA complex(GO:0032993);Lid2 complex(GO:0048189);Snt2C complex(GO:0070211)
YEAST|SGD=S000002260|UniProtKB=P15436	POL3	DNA polymerase delta catalytic subunit;POL3;PTN000035541;orthologs	nucleotide binding(GO:0000166);DNA binding(GO:0003677);DNA-directed DNA polymerase activity(GO:0003887);exonuclease activity(GO:0004527);zinc ion binding(GO:0008270);3'-5'-DNA exonuclease activity(GO:0008296);metal ion binding(GO:0046872);4 iron, 4 sulfur cluster binding(GO:0051539)	DNA replication(GO:0006260);DNA-templated DNA replication(GO:0006261);RNA-templated DNA biosynthetic process(GO:0006278);base-excision repair, gap-filling(GO:0006287);nucleotide-excision repair, DNA gap filling(GO:0006297);double-strand break repair via nonhomologous end joining(GO:0006303);DNA replication, removal of RNA primer(GO:0043137);DNA replication proofreading(GO:0045004);DNA-templated DNA replication maintenance of fidelity(GO:0045005);DNA biosynthetic process(GO:0071897)	nucleus(GO:0005634);replication fork(GO:0005657);cytosol(GO:0005829);intracellular membrane-bounded organelle(GO:0043231);delta DNA polymerase complex(GO:0043625)
YEAST|SGD=S000003109|UniProtKB=P53119	HUL5	E3 ubiquitin-protein ligase HUL5;HUL5;PTN000135265;orthologs	transferase activity(GO:0016740);ubiquitin-ubiquitin ligase activity(GO:0034450);ubiquitin protein ligase activity(GO:0061630)	protein polyubiquitination(GO:0000209);ubiquitin-dependent protein catabolic process(GO:0006511);free ubiquitin chain polymerization(GO:0010994);protein ubiquitination(GO:0016567);cellular response to stress(GO:0033554);cellular response to heat(GO:0034605);ERAD pathway(GO:0036503)	proteasome complex(GO:0000502);nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829)
YEAST|SGD=S000005041|UniProtKB=P50947	PHO23	Transcriptional regulatory protein PHO23;PHO23;PTN000036079;orthologs	zinc ion binding(GO:0008270);methylated histone binding(GO:0035064);metal ion binding(GO:0046872)	chromatin organization(GO:0006325);regulation of DNA-templated transcription(GO:0006355);negative regulation of transcription by RNA polymerase I(GO:0016479);cellular response to heat(GO:0034605);positive regulation of transcription by RNA polymerase II(GO:0045944);negative regulation of silent mating-type cassette heterochromatin formation(GO:0061186);negative regulation of rDNA heterochromatin formation(GO:0061188);positive regulation of invasive growth in response to glucose limitation(GO:2000219)	histone deacetylase complex(GO:0000118);chromatin(GO:0000785);nucleus(GO:0005634);Rpd3L complex(GO:0033698);Rpd3L-Expanded complex(GO:0070210)
YEAST|SGD=S000003849|UniProtKB=P47134	BIR1	Protein BIR1;BIR1;PTN008216662;orthologs	zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	mitotic spindle elongation(GO:0000022);apoptotic process(GO:0006915);chromosome segregation(GO:0007059);mitotic spindle assembly checkpoint signaling(GO:0007094);sister chromatid biorientation(GO:0031134);cell division(GO:0051301)	kinetochore(GO:0000776);nucleus(GO:0005634);cytoplasm(GO:0005737);mitochondrion(GO:0005739);spindle(GO:0005819);microtubule(GO:0005874);chromosome passenger complex(GO:0032133);spindle midzone(GO:0051233)
YEAST|SGD=S000003664|UniProtKB=P08018	PBS2	MAP kinase kinase PBS2;PBS2;PTN000684661;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);MAP kinase kinase activity(GO:0004708);protein tyrosine kinase activity(GO:0004713);MAP-kinase scaffold activity(GO:0005078);protein binding(GO:0005515);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	MAPK cascade(GO:0000165);protein import into nucleus(GO:0006606);hyperosmotic response(GO:0006972);actin filament organization(GO:0007015);osmosensory signaling pathway(GO:0007231);osmosensory signaling pathway via Sho1 osmosensor(GO:0007232);p38MAPK cascade(GO:0038066);response to antibiotic(GO:0046677);cellular hyperosmotic response(GO:0071474)	cytoplasm(GO:0005737);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);cytoplasmic stress granule(GO:0010494)
YEAST|SGD=S000002242|UniProtKB=Q07478	SUB2	ATP-dependent RNA helicase SUB2;SUB2;PTN002776530;orthologs	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA helicase activity(GO:0003724);mRNA binding(GO:0003729);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887)	mRNA splicing, via spliceosome(GO:0000398);transcription-coupled nucleotide-excision repair(GO:0006283);transcription elongation by RNA polymerase II(GO:0006368);mRNA processing(GO:0006397);mRNA export from nucleus(GO:0006406);RNA splicing(GO:0008380);gene expression(GO:0010467);mRNA 3'-end processing(GO:0031124);subtelomeric heterochromatin formation(GO:0031509);mRNA transport(GO:0051028)	transcription export complex(GO:0000346);chromosome, telomeric region(GO:0000781);nucleus(GO:0005634);spliceosomal complex(GO:0005681);cytoplasm(GO:0005737)
YEAST|SGD=S000001887|UniProtKB=P43583	BLM10	Proteasome activator BLM10;BLM10;PTN000793578;orthologs	peptidase activator activity(GO:0016504);lysine-acetylated histone binding(GO:0070577);proteasome binding(GO:0070628)	DNA repair(GO:0006281);proteasomal ubiquitin-independent protein catabolic process(GO:0010499);proteasome assembly(GO:0043248);regulation of proteasomal protein catabolic process(GO:0061136);proteasome storage granule assembly(GO:1902906);proteasome core complex import into nucleus(GO:1990236)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829);proteasome storage granule(GO:0034515)
YEAST|SGD=S000001309|UniProtKB=P40528	SYG1	Protein SYG1;SYG1;PTN000081943;orthologs	inositol hexakisphosphate binding(GO:0000822);molecular_function(GO:0003674);phosphate transmembrane transporter activity(GO:0005315)	phosphate ion transport(GO:0006817);signal transduction(GO:0007165);cellular response to phosphate starvation(GO:0016036)	fungal-type vacuole membrane(GO:0000329);cytoplasm(GO:0005737);mitochondrion(GO:0005739);Golgi apparatus(GO:0005794);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000002399|UniProtKB=P35688	LRG1	Rho-GTPase-activating protein LRG1;LRG1;PTN000571323;orthologs	GTPase activator activity(GO:0005096);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	cytogamy(GO:0000755);signal transduction(GO:0007165);actin cytoskeleton organization(GO:0030036);sporulation resulting in formation of a cellular spore(GO:0030435);negative regulation of Rho protein signal transduction(GO:0035024);regulation of fungal-type cell wall organization(GO:0060237);negative regulation of protein kinase C signaling(GO:0090038);regulation of cell wall (1->3)-beta-D-glucan biosynthetic process(GO:0090334)	incipient cellular bud site(GO:0000131);cytoplasm(GO:0005737);mitochondrion(GO:0005739);cellular bud(GO:0005933);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);site of polarized growth(GO:0030427);mating projection tip(GO:0043332)
YEAST|SGD=S000004301|UniProtKB=P04821	CDC25	Cell division control protein 25;CDC25;PTN000561789;orthologs	guanyl-nucleotide exchange factor activity(GO:0005085)	traversing start control point of mitotic cell cycle(GO:0007089);small GTPase-mediated signal transduction(GO:0007264);Ras protein signal transduction(GO:0007265);cell division(GO:0051301);regulation of cell cycle(GO:0051726)	nucleus(GO:0005634);cytoplasm(GO:0005737);endoplasmic reticulum membrane(GO:0005789);cytosol(GO:0005829);plasma membrane(GO:0005886);membrane(GO:0016020)
YEAST|SGD=S000003620|UniProtKB=P47029	ALY2	Arrestin-related trafficking adapter 3;ALY2;PTN000127506;orthologs	protein-macromolecule adaptor activity(GO:0030674);ubiquitin protein ligase binding(GO:0031625)	regulation of intracellular transport(GO:0032386);regulation of intracellular pH(GO:0051453);ubiquitin-dependent endocytosis(GO:0070086);cellular response to L-arginine(GO:1903577);positive regulation of ubiquitin-dependent endocytosis(GO:2000397)	cytoplasm(GO:0005737);early endosome(GO:0005769);late endosome(GO:0005770);cytosol(GO:0005829)
YEAST|SGD=S000003465|UniProtKB=P17442	PHO81	Phosphate system positive regulatory protein PHO81;PHO81;PTN000081978;orthologs	cyclin-dependent protein serine/threonine kinase inhibitor activity(GO:0004861);phosphoric diester hydrolase activity(GO:0008081)	lipid metabolic process(GO:0006629);phosphate-containing compound metabolic process(GO:0006796);cellular response to phosphate starvation(GO:0016036)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829)
YEAST|SGD=S000005913|UniProtKB=P05066	PHR1	Deoxyribodipyrimidine photo-lyase, mitochondrial;PHR1;PTN000155950;orthologs	nucleotide binding(GO:0000166);DNA binding(GO:0003677);mRNA binding(GO:0003729);deoxyribodipyrimidine photo-lyase activity(GO:0003904);lyase activity(GO:0016829);FAD binding(GO:0071949);organic cyclic compound binding(GO:0097159)	photoreactive repair(GO:0000719);nucleobase-containing compound metabolic process(GO:0006139);DNA repair(GO:0006281);response to stress(GO:0006950);circadian regulation of gene expression(GO:0032922);entrainment of circadian clock by photoperiod(GO:0043153)	nucleus(GO:0005634);cytoplasm(GO:0005737);mitochondrion(GO:0005739)
YEAST|SGD=S000000931|UniProtKB=P38990	SAK1	SNF1-activating kinase 1;SAK1;PTN000680333;orthologs	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	regulation of glycogen biosynthetic process(GO:0005979);protein phosphorylation(GO:0006468);cellular response to glucose starvation(GO:0042149);regulation of DNA-templated DNA replication(GO:0090329);regulation of protein localization to nucleus(GO:1900180);regulation of pseudohyphal growth(GO:2000220)	cytoplasm(GO:0005737);cytosol(GO:0005829)
YEAST|SGD=S000005215|UniProtKB=P41832	BNI1	Protein BNI1;BNI1;PTN000575766;orthologs	actin binding(GO:0003779);profilin binding(GO:0005522);small GTPase binding(GO:0031267)	establishment of mitotic spindle orientation(GO:0000132);budding cell apical bud growth(GO:0007118);actin cytoskeleton organization(GO:0030036);regulation of protein localization(GO:0032880);regulation of actin cytoskeleton organization(GO:0032956);actin nucleation(GO:0045010);barbed-end actin filament capping(GO:0051016);actin filament bundle assembly(GO:0051017);cell division(GO:0051301);formin-nucleated actin cable assembly(GO:0070649);cellular hyperosmotic response(GO:0071474);mitotic actomyosin contractile ring assembly(GO:1903475)	incipient cellular bud site(GO:0000131);polarisome(GO:0000133);prospore membrane(GO:0005628);cytoplasm(GO:0005737);cytosol(GO:0005829);cytoskeleton(GO:0005856);actin filament(GO:0005884);plasma membrane(GO:0005886);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);cell cortex(GO:0005938);actin cytoskeleton(GO:0015629);cell division site(GO:0032153);cell projection(GO:0042995);mating projection tip(GO:0043332)
YEAST|SGD=S000003623|UniProtKB=P09880	TRL1	tRNA ligase;TRL1;PTN000782260;orthologs	RNA ligase (ATP) activity(GO:0003972);2',3'-cyclic-nucleotide 3'-phosphodiesterase activity(GO:0004113);endonuclease activity(GO:0004519);ATP binding(GO:0005524);phosphoric diester hydrolase activity(GO:0008081);kinase activity(GO:0016301);ligase activity(GO:0016874);GTP-dependent polyribonucleotide 5'-hydroxyl-kinase activity(GO:0051730)	tRNA splicing, via endonucleolytic cleavage and ligation(GO:0006388);tRNA processing(GO:0008033);positive regulation of translation in response to stress(GO:0032056);IRE1-mediated unfolded protein response(GO:0036498);nuclear-transcribed mRNA catabolic process, no-go decay(GO:0070966);regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay(GO:2000622)	nucleus(GO:0005634);nuclear inner membrane(GO:0005637);cytoplasm(GO:0005737)
YEAST|SGD=S000002780|UniProtKB=Q06385	VPS74	Vacuolar protein sorting-associated protein 74;VPS74;PTN000295030;orthologs	lipid binding(GO:0008289);enzyme binding(GO:0019899);phosphatidylinositol-4-phosphate binding(GO:0070273)	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890);Golgi organization(GO:0007030);protein transport(GO:0015031);endoplasmic reticulum unfolded protein response(GO:0030968);Golgi to plasma membrane protein transport(GO:0043001);protein retention in Golgi apparatus(GO:0045053);Golgi vesicle budding(GO:0048194);regulation of phosphatidylinositol dephosphorylation(GO:0060304)	Golgi membrane(GO:0000139);nucleus(GO:0005634);cytoplasm(GO:0005737);Golgi apparatus(GO:0005794);Golgi medial cisterna(GO:0005797);trans-Golgi network(GO:0005802);cytosol(GO:0005829);membrane(GO:0016020);Golgi cisterna(GO:0031985);Golgi cisterna membrane(GO:0032580)
YEAST|SGD=S000005314|UniProtKB=P53599	SSK2	MAP kinase kinase kinase SSK2;SSK2;PTN000686182;orthologs	actin binding(GO:0003779);protein serine/threonine kinase activity(GO:0004674);MAP kinase kinase kinase activity(GO:0004709);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	osmosensory signaling via phosphorelay pathway(GO:0007234);regulation of actin cytoskeleton organization(GO:0032956);p38MAPK cascade(GO:0038066);stress-activated MAPK cascade(GO:0051403);cellular hyperosmotic response(GO:0071474)	incipient cellular bud site(GO:0000131);cytoplasm(GO:0005737);cytosol(GO:0005829);cellular bud tip(GO:0005934);cellular bud neck(GO:0005935);cell cortex(GO:0005938)
YEAST|SGD=S000002510|UniProtKB=P32917	STE5	Protein STE5;STE5;;orthologs	MAP-kinase scaffold activity(GO:0005078);phosphatidylinositol-4,5-bisphosphate binding(GO:0005546);kinase binding(GO:0019900);G-protein beta-subunit binding(GO:0031681)	MAPK cascade(GO:0000165);pheromone-dependent signal transduction involved in conjugation with cellular fusion(GO:0000750);invasive growth in response to glucose limitation(GO:0001403);positive regulation of protein phosphorylation(GO:0001934);response to pheromone(GO:0019236);negative regulation of MAPK cascade(GO:0043409)	nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886);mating projection tip(GO:0043332);mating projection tip membrane(GO:0070867)
YEAST|SGD=S000002981|UniProtKB=P12383	PDR1	Transcription factor PDR1;PDR1;PTN005325569;orthologs	DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA-binding transcription activator activity, RNA polymerase II-specific(GO:0001228);DNA binding(GO:0003677);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	DNA-templated transcription(GO:0006351);regulation of DNA-templated transcription(GO:0006355);positive regulation of transcription by RNA polymerase II(GO:0045944);cellular response to xenobiotic stimulus(GO:0071466);positive regulation of cellular response to drug(GO:2001040)	nucleus(GO:0005634);cytosol(GO:0005829)
YEAST|SGD=S000004888|UniProtKB=P48524	BUL1	Ubiquitin ligase-binding protein BUL1;BUL1;PTN000786495;orthologs	ubiquitin-ubiquitin ligase activity(GO:0034450)	mitochondrion inheritance(GO:0000001);protein polyubiquitination(GO:0000209);protein monoubiquitination(GO:0006513);response to glucose(GO:0009749);protein ubiquitination(GO:0016567);ubiquitin-dependent endocytosis(GO:0070086);ATP export(GO:1904669)	ubiquitin ligase complex(GO:0000151);cytoplasm(GO:0005737)
YEAST|SGD=S000001528|UniProtKB=P20457	PRI2	DNA primase large subunit;PRI2;PTN000056890;orthologs	DNA binding(GO:0003677);single-stranded DNA binding(GO:0003697);DNA primase activity(GO:0003896);metal ion binding(GO:0046872);4 iron, 4 sulfur cluster binding(GO:0051539)	DNA replication(GO:0006260);DNA-templated DNA replication(GO:0006261);DNA replication, synthesis of primer(GO:0006269);DNA replication initiation(GO:0006270);double-strand break repair(GO:0006302)	nucleus(GO:0005634);nuclear envelope(GO:0005635);alpha DNA polymerase:primase complex(GO:0005658);primosome complex(GO:1990077)
YEAST|SGD=S000001124|UniProtKB=P38691	KSP1	Serine_threonine-protein kinase KSP1;KSP1;PTN002389094;orthologs	mRNA binding(GO:0003729);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);protein serine kinase activity(GO:0106310)	protein phosphorylation(GO:0006468);protein localization(GO:0008104);regulation of autophagy(GO:0010506);regulation of filamentous growth(GO:0010570);negative regulation of macroautophagy(GO:0016242);TOR signaling(GO:0031929);regulation of translation in response to stress(GO:0043555);regulation of pseudohyphal growth(GO:2000220)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytoplasmic stress granule(GO:0010494)
